Character,Radical,CharFreq,Radicals,ChatGPT_Token_IDs
汪,水,11.0864,"['氺', '水', '氵']","[162, 109, 103]"
妃,女,21.2593,['女'],"[36685, 225]"
唐,口,65.1506,"['囗', '口']","[161, 242, 238]"
哑,口,13.4716,"['囗', '口']","[161, 241, 239]"
菱,艹,4.0741,['艹'],"[164, 237, 109]"
昌,日,25.9802,['日'],"[23626, 234]"
六,八,224.8395,"['丷', '八']","[17739, 255]"
嘘,口,19.2938,"['囗', '口']","[161, 246, 246]"
巩,工,4.4642,['工'],"[32432, 102]"
悦,忄,71.2247,"['心', '忄']","[162, 224, 99]"
般,舟,136.3704,['舟'],"[48958, 105]"
售,口,91.8617,"['囗', '口']","[161, 242, 106]"
缤,纟,29.7481,"['糸', '纟']","[163, 120, 97]"
莅,艹,0.6321,['艹'],"[164, 236, 227]"
礁,石,3.1951,['石'],"[163, 97, 223]"
庐,广,6.8444,['广'],"[41753, 238]"
伶,亻,3.7333,"['人', '亻']","[27670, 114]"
渊,氵,6.158,"['氺', '水', '氵']","[162, 116, 232]"
十,十,743.9506,['十'],"[39355, 223]"
哞,口,0.5531,"['囗', '口']","[161, 241, 252]"
怂,心,4.8444,"['心', '忄']","[45250, 224]"
鲁,鱼,56.7062,"['鱼', '魚']","[165, 110, 223]"
醇,酉,10.9679,['酉'],"[165, 228, 229]"
摸,扌,58.0988,"['扌', '手']","[162, 239, 116]"
煸,火,4.0049,"['火', '灬']","[163, 227, 116]"
岂,山,7.4025,['山'],"[161, 110, 224]"
胫,月,0.4444,['月'],"[47797, 104]"
袒,衤,1.5852,"['衣', '衤']","[164, 95, 240]"
册,冂,84.6074,['冂'],"[37863, 234]"
狱,犭,73.5556,"['犬', '犭']","[45379, 109]"
挛,手,1.7136,"['扌', '手']","[162, 234, 249]"
遣,辶,7.2,['辶'],"[34402, 96]"
翁,羽,15.2691,['羽'],"[163, 123, 223]"
谅,讠,95.0617,"['讠', '言']","[164, 108, 227]"
者,耂,672.0198,['耂'],[38519]
桐,木,6.1679,['木'],"[162, 94, 238]"
啼,口,4.2321,"['囗', '口']","[161, 243, 120]"
君,口,126.2123,"['囗', '口']","[28938, 249]"
珠,王,96.5185,"['王', '玉']","[163, 237, 254]"
汲,氵,1.1111,"['氺', '水', '氵']","[162, 109, 110]"
熊,灬,79.358,"['火', '灬']","[163, 228, 232]"
伎,亻,2.158,"['人', '亻']","[27670, 236]"
臊,月,1.4469,['月'],"[164, 229, 232]"
拿,手,615.5358,"['扌', '手']","[162, 233, 123]"
迹,辶,86.5877,['辶'],"[32573, 117]"
揍,扌,16.237,"['扌', '手']","[162, 237, 235]"
龟,龟,19.5309,"['龟', '龜']","[11737, 253]"
歹,歹,9.4074,['歹'],"[29826, 117]"
似,亻,216.6667,"['人', '亻']","[27670, 120]"
蛛,虫,9.1407,['虫'],"[164, 249, 249]"
紊,糸,2.7753,"['糸', '纟']","[163, 112, 232]"
菩,艹,16.3901,['艹'],"[164, 237, 102]"
挨,扌,24.6914,"['扌', '手']","[162, 234, 101]"
咳,口,42.5827,"['囗', '口']","[161, 240, 111]"
坯,土,0.5086,['土'],"[161, 251, 107]"
瞟,目,0.721,['目'],"[163, 252, 253]"
疙,疒,4.4691,['疒'],"[163, 244, 247]"
购,贝,151.1605,"['貝', '贝']","[164, 112, 255]"
珐,王,0.2173,"['王', '玉']","[163, 237, 238]"
聊,耳,398.1827,['耳'],"[164, 223, 232]"
崔,山,10.9086,['山'],"[161, 112, 242]"
抠,扌,5.1259,"['扌', '手']","[162, 232, 254]"
酿,酉,11.6198,['酉'],"[165, 227, 123]"
拂,扌,3.5062,"['扌', '手']","[162, 233, 224]"
锲,钅,0.4395,"['钅', '金']","[165, 242, 110]"
兔,儿,83.9111,['儿'],"[17739, 242]"
蕃,艹,2.5037,['艹'],"[164, 243, 225]"
艾,艹,67.9358,['艹'],"[164, 231, 122]"
辨,辛,12.0198,['辛'],"[164, 122, 101]"
茂,艹,10.237,['艹'],"[164, 234, 224]"
倘,亻,3.2938,"['人', '亻']","[161, 222, 246]"
铅,钅,11.9605,"['钅', '金']","[165, 241, 227]"
巧,工,107.516,['工'],"[32432, 100]"
渥,氵,0.7704,"['氺', '水', '氵']","[162, 116, 98]"
叙,又,7.7728,['又'],"[20998, 247]"
允,儿,38.321,['儿'],"[17739, 223]"
褪,衤,5.4519,"['衣', '衤']","[164, 97, 103]"
锉,钅,0.4296,"['钅', '金']","[165, 242, 231]"
蛮,虫,58.2815,['虫'],"[164, 249, 106]"
嘛,口,264.7506,"['囗', '口']","[161, 246, 249]"
钠,钅,2.1086,"['钅', '金']","[165, 240, 254]"
洙,氵,1.8914,"['氺', '水', '氵']","[162, 112, 247]"
竹,竹,49.8667,"['⺮', '竹']","[44165, 117]"
跪,足,18.9432,['足'],"[164, 115, 103]"
颧,页,0.884,"['頁', '页']","[165, 95, 100]"
盆,皿,49.0864,['皿'],"[33566, 228]"
鲤,鱼,4.8444,"['鱼', '魚']","[165, 110, 97]"
掠,扌,6.2469,"['扌', '手']","[162, 236, 254]"
霜,雨,42.0444,['雨'],"[165, 250, 250]"
淤,氵,3.2296,"['氺', '水', '氵']","[162, 115, 97]"
睛,目,136.6963,['目'],"[163, 251, 249]"
膏,月,25.9506,['月'],"[164, 228, 237]"
她,女,1773.7185,['女'],"[25001, 117]"
聒,耳,0.7259,['耳'],"[164, 223, 240]"
倩,亻,30.6667,"['人', '亻']","[161, 222, 102]"
猴,犭,35.9556,"['犬', '犭']","[163, 234, 112]"
芝,艹,39.9062,['艹'],"[164, 232, 251]"
胖,月,106.5086,['月'],"[47797, 244]"
剁,刂,7.2988,"['刂', '刀']","[30298, 223]"
翟,羽,0.9185,['羽'],"[163, 123, 253]"
霞,雨,10.3111,['雨'],"[165, 250, 252]"
赏,贝,72.2667,"['貝', '贝']","[164, 113, 237]"
梗,木,5.679,['木'],"[162, 95, 245]"
阙,门,0.8346,"['門', '门']","[165, 246, 247]"
酶,酉,2.8346,['酉'],"[165, 227, 114]"
颂,页,4.5481,"['頁', '页']","[165, 95, 224]"
蹟,足,0.2716,['足'],"[164, 117, 253]"
祂,礻,1.358,"['礻', '示']","[163, 98, 224]"
氯,气,2.0741,['气'],"[36365, 107]"
塑,土,21.7037,['土'],"[161, 94, 239]"
痘,疒,28.5728,['疒'],"[163, 245, 246]"
捣,扌,12.8198,"['扌', '手']","[162, 235, 96]"
晓,日,54.4148,['日'],"[162, 247, 241]"
乱,乙,283.5556,"['乙', '乚', '乛']","[20046, 109]"
察,宀,137.3235,['宀'],"[43380, 253]"
绽,纟,17.3235,"['糸', '纟']","[163, 119, 121]"
牦,牜,0.4296,"['牜', '牛']","[31965, 99]"
斤,斤,42.0988,['斤'],"[23877, 97]"
洲,氵,71.1753,"['氺', '水', '氵']","[162, 112, 110]"
疖,疒,0.2617,['疒'],"[163, 244, 244]"
躁,足,40.1235,['足'],"[164, 118, 223]"
赴,走,12.9531,['走'],"[164, 113, 112]"
吗,口,2614.0,"['囗', '口']","[28938, 245]"
俘,亻,3.7086,"['人', '亻']","[46479, 246]"
薛,艹,3.7136,['艹'],"[164, 244, 249]"
睡,目,1327.5605,['目'],"[163, 251, 94]"
孵,子,13.5605,['子'],"[27764, 113]"
沧,氵,19.9852,"['氺', '水', '氵']","[162, 110, 100]"
蹬,足,2.9185,['足'],"[164, 117, 105]"
冽,冫,1.5852,['冫'],"[37863, 121]"
翩,羽,3.4765,['羽'],"[163, 123, 102]"
搧,扌,0.0938,"['扌', '手']","[162, 238, 100]"
磅,石,11.7778,['石'],"[163, 96, 227]"
鼾,鼻,3.8864,['鼻'],"[165, 120, 122]"
蜘,虫,7.8914,['虫'],"[164, 250, 246]"
镀,钅,1.5358,"['钅', '金']","[165, 243, 222]"
尧,兀,1.4222,"['尣', '尢', '兀']","[22887, 100]"
倔,亻,6.7457,"['人', '亻']","[161, 222, 242]"
纾,纟,0.2815,"['糸', '纟']","[163, 118, 122]"
芬,艹,26.9728,['艹'],"[164, 232, 105]"
搔,扌,0.9086,"['扌', '手']","[162, 238, 242]"
癫,疒,11.1062,['疒'],"[163, 247, 104]"
饲,饣,2.3457,"['飠', '饣', '食']","[165, 98, 110]"
炸,火,103.7728,"['火', '灬']","[163, 224, 116]"
裱,衤,0.8247,"['衣', '衤']","[32518, 109]"
睁,目,31.7926,['目'],"[163, 251, 223]"
彷,彳,4.484,['彳'],"[37605, 115]"
寺,寸,39.6593,['寸'],"[43380, 118]"
沤,氵,0.0741,"['氺', '水', '氵']","[162, 110, 97]"
髌,骨,0.0593,['骨'],"[165, 104, 234]"
琉,王,4.4148,"['王', '玉']","[49426, 231]"
视,礻,540.716,"['礻', '示']","[164, 100, 228]"
堤,土,3.7778,['土'],"[161, 254, 97]"
椰,木,9.4173,['木'],"[162, 97, 108]"
缝,纟,23.0617,"['糸', '纟']","[163, 120, 251]"
拙,扌,4.5432,"['扌', '手']","[162, 233, 247]"
牟,牛,1.6148,"['牜', '牛']","[31965, 253]"
冀,八,2.4346,"['丷', '八']","[37863, 222]"
戈,戈,16.8346,['戈'],"[22755, 230]"
跋,足,3.3679,['足'],"[164, 115, 233]"
臃,月,1.3481,['月'],"[164, 229, 225]"
垢,土,3.7284,['土'],"[161, 252, 95]"
拯,扌,42.1284,"['扌', '手']","[162, 233, 107]"
际,阝,134.958,"['邑', '阜', '阝']","[165, 247, 227]"
钝,钅,6.4593,"['钅', '金']","[165, 240, 251]"
苺,艹,0.0593,['艹'],"[164, 233, 118]"
尓,小,1.9901,['小'],"[22887, 241]"
裨,衤,0.5432,"['衣', '衤']","[32518, 101]"
扇,戶,20.2123,['戶'],"[33699, 229]"
懦,忄,11.7778,"['心', '忄']","[162, 229, 99]"
绘,纟,31.8864,"['糸', '纟']","[163, 119, 246]"
阉,门,1.6691,"['門', '门']","[165, 246, 231]"
侨,亻,4.1383,"['人', '亻']","[160, 122, 101]"
杉,木,19.7531,['木'],"[30266, 231]"
碟,石,20.7111,['石'],"[163, 95, 253]"
稻,禾,6.316,['禾'],"[163, 101, 119]"
沽,氵,2.9679,"['氺', '水', '氵']","[162, 110, 121]"
蕾,艹,26.5333,['艹'],"[164, 243, 122]"
遥,辶,45.7728,['辶'],"[34402, 98]"
被,衤,1158.6914,"['衣', '衤']","[164, 95, 104]"
卧,卜,59.1951,['卜'],"[39355, 100]"
派,氵,135.1951,"['氺', '水', '氵']","[162, 112, 122]"
赡,贝,0.8247,"['貝', '贝']","[164, 113, 94]"
洛,氵,90.3407,"['氺', '水', '氵']","[162, 112, 249]"
哎,口,167.763,"['囗', '口']","[161, 241, 236]"
吁,口,4.4691,"['囗', '口']","[28938, 223]"
瞥,目,2.3309,['目'],"[163, 252, 98]"
乃,丿,24.5235,"['丿', '乀', '乁']","[20046, 225]"
捞,扌,24.5284,"['扌', '手']","[162, 235, 252]"
耙,耒,1.0519,['耒'],"[32003, 247]"
阶,阝,88.4395,"['邑', '阜', '阝']","[165, 246, 114]"
蝶,虫,28.3012,['虫'],"[164, 251, 114]"
湮,氵,1.1407,"['氺', '水', '氵']","[162, 117, 106]"
拦,扌,19.5457,"['扌', '手']","[162, 233, 99]"
娟,女,4.884,['女'],"[161, 101, 253]"
伟,亻,62.3654,"['人', '亻']","[27670, 253]"
诬,讠,1.3086,"['讠', '言']","[46237, 105]"
傍,亻,7.0519,"['人', '亻']","[43636, 235]"
棒,木,176.8642,['木'],"[162, 96, 240]"
凯,几,87.279,['几'],"[49035, 107]"
玷,王,1.7432,"['王', '玉']","[163, 236, 115]"
襟,衤,5.0667,"['衣', '衤']","[164, 98, 253]"
驰,马,16.5432,"['馬', '马']","[165, 102, 108]"
蛟,虫,1.042,['虫'],"[164, 249, 253]"
绀,纟,0.1383,"['糸', '纟']","[163, 119, 222]"
褂,衤,0.884,"['衣', '衤']","[164, 97, 224]"
牺,牛,16.9728,"['牜', '牛']","[31965, 118]"
啜,口,0.6864,"['囗', '口']","[161, 243, 250]"
辰,辰,25.1654,['辰'],"[164, 122, 108]"
玻,王,29.0074,"['王', '玉']","[163, 236, 119]"
脉,月,29.6,['月'],"[164, 226, 231]"
皴,皮,0.1827,['皮'],"[19021, 112]"
舰,舟,16.4099,['舟'],"[48958, 108]"
抖,扌,28.4346,"['扌', '手']","[162, 232, 244]"
邹,阝,1.8815,"['邑', '阜', '阝']","[165, 224, 117]"
掀,扌,6.6173,"['扌', '手']","[162, 236, 222]"
宜,宀,95.2593,['宀'],"[22522, 250]"
秆,禾,0.1778,['禾'],"[163, 100, 228]"
鹊,鸟,2.1383,"['鳥', '鸟']","[165, 117, 232]"
蛆,虫,1.0568,['虫'],"[164, 249, 228]"
卤,卜,5.8469,['卜'],"[39355, 97]"
迅,辶,45.9901,['辶'],"[32573, 227]"
堇,土,0.5235,['土'],"[161, 254, 229]"
扉,戶,5.4914,['戶'],"[33699, 231]"
爸,父,559.4519,['父'],"[163, 230, 116]"
串,丨,31.116,['丨'],"[10310, 110]"
嘞,口,13.4963,"['囗', '口']","[161, 246, 252]"
屁,尸,98.6914,['尸'],"[161, 109, 223]"
句,口,253.6247,"['囗', '口']","[20998, 98]"
垒,土,7.3827,['土'],"[161, 252, 240]"
希,巾,617.2148,['巾'],"[30585, 234]"
昭,日,4.8049,['日'],"[23626, 255]"
弃,廾,199.6494,['廾'],"[28156, 225]"
众,人,147.5012,"['人', '亻']","[27670, 245]"
拢,扌,13.1802,"['扌', '手']","[162, 233, 95]"
巷,己,12.5975,['己'],"[32432, 115]"
室,宀,216.1136,['宀'],"[22522, 97]"
妆,女,76.1481,['女'],"[36685, 228]"
啦,口,1029.3136,"['囗', '口']","[161, 243, 99]"
呗,口,20.7407,"['囗', '口']","[37772, 245]"
萃,艹,2.6914,['艹'],"[164, 238, 225]"
邦,阝,34.5432,"['邑', '阜', '阝']","[165, 224, 99]"
吠,口,2.558,"['囗', '口']","[28938, 254]"
咬,口,42.1235,"['囗', '口']","[161, 240, 105]"
镰,钅,1.0025,"['钅', '金']","[165, 243, 108]"
惧,忄,36.9975,"['心', '忄']","[46349, 100]"
嗣,口,0.7062,"['囗', '口']","[161, 245, 96]"
蓖,艹,0.1383,['艹'],"[164, 241, 244]"
岸,山,39.363,['山'],"[161, 110, 116]"
隆,阝,42.0395,"['邑', '阜', '阝']","[49694, 228]"
妯,女,0.1136,['女'],"[36685, 107]"
亢,亠,5.6691,['亠'],"[12859, 95]"
跩,足,0.1975,['足'],"[164, 115, 102]"
娑,女,1.2,['女'],"[161, 101, 239]"
萝,艹,70.484,['艹'],"[164, 238, 251]"
厄,厂,11.0963,['厂'],"[43889, 226]"
掬,扌,0.5333,"['扌', '手']","[162, 236, 105]"
殇,歹,2.9432,['歹'],"[162, 106, 229]"
桌,木,110.8444,['木'],"[162, 94, 234]"
碧,石,18.3654,['石'],"[163, 95, 100]"
瞌,目,9.842,['目'],"[163, 252, 234]"
钉,钅,14.0247,"['钅', '金']","[165, 240, 231]"
茹,艹,4.479,['艹'],"[164, 234, 117]"
芥,艹,5.3778,['艹'],"[164, 232, 98]"
柴,木,15.4173,['木'],"[162, 253, 112]"
妊,女,1.1704,['女'],"[36685, 232]"
呀,口,403.9259,"['囗', '口']","[37772, 222]"
彿,彳,0.237,['彳'],"[37605, 123]"
蒋,艹,6.5728,['艹'],"[164, 240, 233]"
衔,行,4.6469,['行'],"[26193, 242]"
盎,皿,2.9383,['皿'],"[33566, 236]"
两,一,936.7259,['一'],"[10310, 97]"
噗,口,9.521,"['囗', '口']","[161, 247, 245]"
匙,匕,43.6889,['匕'],"[44293, 247]"
樊,木,2.6667,['木'],"[162, 101, 232]"
骑,马,61.1852,"['馬', '马']","[165, 103, 239]"
蹈,足,32.7259,['足'],"[164, 117, 230]"
跤,足,6.1975,['足'],"[164, 115, 97]"
湾,氵,71.042,"['氺', '水', '氵']","[162, 117, 122]"
靖,青,3.5259,['青'],"[165, 251, 244]"
钎,钅,0.1185,"['钅', '金']","[165, 240, 236]"
锈,钅,4.7358,"['钅', '金']","[165, 242, 230]"
膀,月,31.6247,['月'],"[164, 228, 222]"
纹,纟,61.8617,"['糸', '纟']","[163, 118, 117]"
厕,厂,42.484,['厂'],"[43889, 243]"
猩,犭,6.9086,"['犬', '犭']","[163, 234, 102]"
甫,用,2.1778,['用'],"[18796, 104]"
馨,香,36.558,['香'],"[165, 99, 101]"
襄,衣,3.3432,"['衣', '衤']","[164, 98, 226]"
囤,囗,4.6815,"['囗', '口']","[32368, 97]"
暇,日,5.0667,['日'],"[162, 248, 229]"
愉,忄,56.1037,"['心', '忄']","[35707, 231]"
第,⺮,1358.8889,"['⺮', '竹']","[163, 105, 105]"
寸,寸,34.4543,['寸'],"[43380, 116]"
醛,酉,1.7333,['酉'],"[165, 228, 249]"
疮,疒,9.0568,['疒'],"[163, 244, 106]"
朔,月,3.6642,['月'],"[17312, 242]"
辈,车,131.1407,"['车', '車']","[164, 122, 230]"
竖,立,7.9852,['立'],"[44165, 244]"
屋,尸,135.6148,['尸'],"[161, 109, 233]"
痢,疒,0.6864,['疒'],"[163, 245, 95]"
眨,目,11.0568,['目'],"[40367, 101]"
痔,疒,1.7778,['疒'],"[163, 245, 242]"
掖,扌,0.716,"['扌', '手']","[162, 236, 244]"
赊,贝,0.3556,"['貝', '贝']","[164, 113, 232]"
茸,艹,3.4963,['艹'],"[164, 234, 116]"
茄,艹,34.2272,['艹'],"[164, 234, 226]"
赵,走,70.3309,['走'],"[164, 113, 113]"
嬷,女,3.2691,['女'],"[161, 105, 115]"
苜,艹,0.237,['艹'],"[164, 233, 250]"
糯,米,9.437,['米'],"[163, 111, 107]"
婶,女,7.1753,['女'],"[161, 102, 114]"
宵,宀,91.5309,['宀'],"[22522, 113]"
酷,酉,93.4272,['酉'],"[165, 227, 115]"
赫,赤,21.5457,['赤'],"[164, 113, 104]"
筋,⺮,26.2272,"['⺮', '竹']","[163, 255, 233]"
揩,扌,0.6222,"['扌', '手']","[162, 237, 102]"
瘘,疒,0.1383,['疒'],"[163, 246, 246]"
舱,舟,10.084,['舟'],"[48958, 109]"
氰,气,0.9284,['气'],"[36365, 108]"
绯,纟,4.3457,"['糸', '纟']","[163, 119, 107]"
屡,尸,5.9506,['尸'],"[161, 109, 94]"
煊,火,0.2716,"['火', '灬']","[163, 227, 232]"
魅,鬼,44.3654,['鬼'],"[165, 255, 227]"
绥,纟,0.5284,"['糸', '纟']","[163, 119, 98]"
罚,罒,37.3235,"['罒', '网']","[163, 121, 248]"
掂,扌,9.2642,"['扌', '手']","[162, 236, 224]"
唸,口,0.8543,"['囗', '口']","[161, 242, 116]"
咫,口,7.116,"['囗', '口']","[161, 240, 104]"
匮,匚,1.1062,['匚'],"[44293, 106]"
嫁,女,68.6272,['女'],"[161, 104, 223]"
邸,阝,1.2099,"['邑', '阜', '阝']","[165, 224, 116]"
佑,亻,42.563,"['人', '亻']","[19526, 239]"
舆,臼,3.2346,['臼'],"[48958, 228]"
溯,氵,2.316,"['氺', '水', '氵']","[162, 118, 107]"
柳,木,19.1654,['木'],"[162, 253, 111]"
瓦,瓦,36.7062,['瓦'],"[163, 241, 99]"
涟,氵,6.4198,"['氺', '水', '氵']","[162, 114, 253]"
晌,日,0.7506,['日'],"[162, 247, 234]"
脂,月,39.4272,['月'],"[164, 226, 224]"
桩,木,15.8667,['木'],"[162, 94, 102]"
诈,讠,13.1407,"['讠', '言']","[46237, 230]"
宙,宀,23.3432,['宀'],"[22522, 247]"
栏,木,18.6025,['木'],"[43718, 237]"
愕,忄,1.279,"['心', '忄']","[35707, 243]"
钜,钅,0.2815,"['钅', '金']","[165, 240, 250]"
盼,目,38.4346,['目'],"[33566, 120]"
昔,日,12.8593,['日'],"[23626, 242]"
粽,米,6.2963,['米'],"[163, 110, 121]"
钡,钅,0.163,"['钅', '金']","[165, 240, 94]"
诟,讠,0.3012,"['讠', '言']","[46237, 253]"
芸,艹,3.2543,['艹'],"[164, 232, 116]"
堂,土,169.8123,['土'],"[161, 254, 224]"
燥,火,24.5037,"['火', '灬']","[163, 229, 98]"
镣,钅,0.4593,"['钅', '金']","[165, 243, 96]"
煌,火,20.9432,"['火', '灬']","[163, 227, 234]"
屐,尸,0.321,['尸'],"[161, 109, 238]"
猝,犭,1.1753,"['犬', '犭']","[163, 234, 251]"
鹈,鸟,0.1185,"['鳥', '鸟']","[165, 117, 230]"
眷,目,10.721,['目'],"[40367, 115]"
黍,黍,1.4667,['黍'],"[165, 119, 235]"
愤,忄,42.8543,"['心', '忄']","[35707, 97]"
皱,皮,21.5309,['皮'],"[19021, 109]"
邢,阝,1.2395,"['邑', '阜', '阝']","[165, 224, 95]"
彪,彡,7.7185,['彡'],"[37605, 103]"
绊,纟,8.2222,"['糸', '纟']","[163, 119, 232]"
蟹,虫,83.8963,['虫'],"[164, 253, 117]"
唠,口,12.7852,"['囗', '口']","[161, 242, 254]"
骶,骨,0.1185,['骨'],"[165, 103, 114]"
鹌,鸟,1.1753,"['鳥', '鸟']","[165, 117, 234]"
蝗,虫,0.716,['虫'],"[164, 251, 245]"
蝴,虫,21.8815,['虫'],"[164, 251, 112]"
囫,囗,0.2025,"['囗', '口']","[32368, 104]"
研,石,80.5185,['石'],"[163, 254, 242]"
擢,扌,0.0741,"['扌', '手']","[162, 241, 95]"
脓,月,1.7432,['月'],"[164, 226, 241]"
幌,巾,1.3877,['巾'],"[33176, 234]"
嫩,女,31.1358,['女'],"[161, 104, 102]"
呎,口,0.4,"['囗', '口']","[37772, 236]"
徳,彳,0.8099,['彳'],"[36181, 111]"
抑,扌,33.1309,"['扌', '手']","[162, 232, 239]"
窜,穴,4.7704,['穴'],"[163, 103, 250]"
糙,米,6.6864,['米'],"[163, 111, 247]"
碉,石,7.0272,['石'],"[163, 95, 231]"
亏,二,38.8494,['二'],"[12859, 237]"
龃,齿,0.0988,"['齿', '齒']","[11737, 225]"
溜,氵,34.558,"['氺', '水', '氵']","[162, 118, 250]"
蚜,虫,0.3753,['虫'],"[164, 248, 250]"
睑,目,1.3185,['目'],"[163, 251, 239]"
柚,木,9.3728,['木'],"[162, 253, 248]"
川,川,46.242,"['巛', '巜', '川']","[32432, 251]"
颖,页,15.7284,"['頁', '页']","[165, 95, 244]"
嗖,口,2.2667,"['囗', '口']","[161, 245, 244]"
掼,扌,0.2914,"['扌', '手']","[162, 236, 120]"
讫,讠,0.0444,"['讠', '言']","[164, 106, 104]"
挫,扌,21.1852,"['扌', '手']","[162, 234, 104]"
羸,羊,0.2716,['羊'],"[163, 122, 116]"
瑰,王,32.8494,"['王', '玉']","[163, 239, 108]"
贞,贝,14.716,"['貝', '贝']","[164, 112, 252]"
纰,纟,0.2667,"['糸', '纟']","[163, 118, 108]"
栓,木,2.9531,['木'],"[43718, 241]"
喔,口,101.0765,"['囗', '口']","[161, 244, 242]"
婉,女,8.3556,['女'],"[161, 102, 231]"
瓜,瓜,124.0148,['瓜'],"[163, 241, 250]"
玛,王,136.9877,"['王', '玉']","[163, 236, 249]"
曹,曰,58.4,['曰'],"[162, 249, 117]"
饿,饣,154.3654,"['飠', '饣', '食']","[165, 98, 123]"
蝼,虫,0.1481,['虫'],"[164, 251, 120]"
蔽,艹,8.484,['艹'],"[164, 242, 121]"
哽,口,1.9605,"['囗', '口']","[161, 241, 121]"
嗷,口,12.8346,"['囗', '口']","[161, 245, 115]"
坍,土,1.2593,['土'],"[161, 251, 235]"
恕,心,11.7877,"['心', '忄']","[162, 223, 243]"
疟,疒,0.4,['疒'],"[163, 244, 253]"
簿,⺮,6.158,"['⺮', '竹']","[163, 108, 123]"
摁,扌,1.6247,"['扌', '手']","[162, 239, 223]"
斩,斤,9.2938,['斤'],"[23877, 102]"
券,刀,44.9383,"['刂', '刀']","[26344, 116]"
筒,⺮,24.4049,"['⺮', '竹']","[163, 255, 240]"
况,冫,153.6346,['冫'],"[37863, 113]"
挟,扌,2.0,"['扌', '手']","[162, 234, 253]"
篝,⺮,1.4321,"['⺮', '竹']","[163, 107, 251]"
娶,女,59.4864,['女'],"[161, 101, 114]"
嘎,口,41.6346,"['囗', '口']","[161, 246, 236]"
铂,钅,1.1753,"['钅', '金']","[165, 241, 224]"
莓,艹,29.2346,['艹'],"[164, 236, 241]"
葵,艹,8.0198,['艹'],"[164, 239, 113]"
玑,王,0.7309,"['王', '玉']","[163, 236, 239]"
钥,钅,35.3827,"['钅', '金']","[165, 240, 98]"
蜗,虫,16.642,['虫'],"[164, 250, 245]"
剂,刂,32.4543,"['刂', '刀']","[30298, 224]"
绒,纟,51.5704,"['糸', '纟']","[163, 36596]"
猖,犭,1.9654,"['犬', '犭']","[163, 234, 244]"
帘,巾,22.2519,['巾'],"[30585, 246]"
桂,木,21.4321,['木'],"[162, 94, 224]"
呱,口,6.6469,"['囗', '口']","[37772, 109]"
焚,火,6.242,"['火', '灬']","[47078, 248]"
勉,力,14.8593,['力'],"[47947, 231]"
巳,己,0.716,['己'],"[32432, 111]"
叠,又,14.3111,['又'],"[20998, 254]"
蝾,虫,0.1136,['虫'],"[164, 251, 122]"
孳,子,0.0642,['子'],"[27764, 111]"
蹋,足,2.5827,['足'],"[164, 117, 233]"
趔,走,0.0346,['走'],"[164, 114, 242]"
嘟,口,11.0222,"['囗', '口']","[161, 246, 253]"
蠕,虫,3.2296,['虫'],"[164, 254, 243]"
遍,辶,130.5284,['辶'],"[34402, 235]"
驸,马,0.237,"['馬', '马']","[165, 102, 116]"
辑,车,51.8321,"['车', '車']","[164, 122, 239]"
奚,大,0.7457,['大'],"[25001, 248]"
撵,扌,0.8296,"['扌', '手']","[162, 240, 113]"
碎,石,98.0296,['石'],"[163, 95, 236]"
讽,讠,13.1802,"['讠', '言']","[164, 106, 121]"
榜,木,77.1062,['木'],"[162, 99, 250]"
藿,艹,0.321,['艹'],"[164, 245, 123]"
陀,阝,16.6469,"['邑', '阜', '阝']","[165, 247, 222]"
邵,阝,3.1852,"['邑', '阜', '阝']","[165, 224, 113]"
鹏,鸟,8.9481,"['鳥', '鸟']","[165, 117, 237]"
猥,犭,10.1926,"['犬', '犭']","[163, 234, 98]"
炯,火,1.1753,"['火', '灬']","[163, 224, 107]"
啧,口,6.6617,"['囗', '口']","[161, 243, 100]"
伙,亻,254.2815,"['人', '亻']","[27670, 247]"
萨,艹,146.1975,['艹'],"[164, 238, 101]"
蟑,虫,3.5802,['虫'],"[164, 253, 239]"
哭,口,228.8741,"['囗', '口']","[161, 241, 255]"
徇,彳,0.1531,['彳'],"[36181, 229]"
犀,牛,20.3802,"['牜', '牛']","[163, 232, 222]"
禄,礻,53.9062,"['礻', '示']","[163, 99, 226]"
箫,⺮,1.8667,"['⺮', '竹']","[163, 106, 104]"
镗,钅,0.0444,"['钅', '金']","[165, 243, 245]"
慎,忄,21.3926,"['心', '忄']","[162, 227, 236]"
禀,示,0.8198,"['礻', '示']","[163, 99, 222]"
桔,木,9.6889,['木'],"[162, 94, 242]"
坑,土,67.5062,['土'],"[161, 251, 239]"
些,二,1297.6148,['二'],"[12859, 249]"
蓑,艹,0.2864,['艹'],"[164, 241, 239]"
悼,忄,4.3457,"['心', '忄']","[162, 224, 120]"
榻,木,1.1753,['木'],"[162, 99, 119]"
履,尸,7.5506,['尸'],"[161, 109, 98]"
裆,衤,2.163,"['衣', '衤']","[32518, 228]"
嗟,口,0.9679,"['囗', '口']","[161, 245, 253]"
邱,阝,4.4,"['邑', '阜', '阝']","[165, 224, 109]"
嘈,口,5.8765,"['囗', '口']","[161, 246, 230]"
